1.854172446705258138e-03 2.301680405398177226e-03 3.108018568452666601e-03 4.907213009528788028e-03 7.534751941117185173e-03 1.153598362308530349e-02 1.723335280537474992e-02 2.497665073580596432e-02 3.447251591802274334e-02 4.418802350062214779e-02 4.906713007572843094e-02 4.797789750037947942e-02 4.422887001736262869e-02 3.799079865236539011e-02 3.235864732576861774e-02 2.597077476723905903e-02 2.333924496910615154e-02 2.258727728628850961e-02 2.056758951431536878e-02 2.013153166303714714e-02 1.973520030767150074e-02 1.935449582803924762e-02 1.938842165596188494e-02 1.894632730724522124e-02 1.922546585585232018e-02 1.816663666121106843e-02 1.806709870864643686e-02 1.786702936443789955e-02 1.692130622439376453e-02 1.639361161992749713e-02 1.587827657735612144e-02 1.614722869550756085e-02 1.637417537751537089e-02 1.589675602531382195e-02 1.563539662971013752e-02 1.492720312010806932e-02 1.566169329468553029e-02 1.583191508888021418e-02 1.540130344365559997e-02 1.636148954090137220e-02 1.672314993398817118e-02 1.708685954880665575e-02 1.734134661997910332e-02 1.850528449700842085e-02 1.943952365284832076e-02 2.073695154478100502e-02 2.139509522317992879e-02 1.522364748386614494e-02 3.944343144798403197e-04
1.648358334830320746e-03 2.319344361103421563e-03 3.442260417340256475e-03 4.541503163620150968e-03 7.623593381055511486e-03 1.118136461140453036e-02 1.737559024388223711e-02 2.561619823027600634e-02 3.490047367408279089e-02 4.421679682314762216e-02 4.963253944393596073e-02 5.087306329232262753e-02 4.594000850136769482e-02 3.896468297341489778e-02 3.149043066238697147e-02 2.666041522502842973e-02 2.452662607296858879e-02 2.191783097053459639e-02 2.104413761148274734e-02 2.067678088524648947e-02 2.065884744838750522e-02 2.023990030796631381e-02 1.994496061456650648e-02 2.003880085641721390e-02 1.927470112155195425e-02 1.855347841514312299e-02 1.805802426901557609e-02 1.776405771944215492e-02 1.729371018199791013e-02 1.730406664501247041e-02 1.663996246694942824e-02 1.698231051387392651e-02 1.663740915062797074e-02 1.558221436155684050e-02 1.537888787780855582e-02 1.553949446536244915e-02 1.603186632214672822e-02 1.584140519647454087e-02 1.632976343294504501e-02 1.625258084363021341e-02 1.674357240971174887e-02 1.717244800678853836e-02 1.740237027177848894e-02 1.897426418150914562e-02 1.939416339317747220e-02 2.055763039402213471e-02 2.234716168197629568e-02 1.381707073568131001e-02 4.571644832390883684e-04
1.757110229534906368e-03 2.479722442758468520e-03 3.588955983625481422e-03 5.322008333625555601e-03 7.672585088568682765e-03 1.172257172773978270e-02 1.791522481847529838e-02 2.672957885983996695e-02 3.660098992822975739e-02 4.532172228168460798e-02 4.981160929081705768e-02 5.121157591861257019e-02 4.655323043432554875e-02 3.949000040579180720e-02 3.287754703652830124e-02 2.816846737596603520e-02 2.500003224821766706e-02 2.227002012824892685e-02 2.208644241648669362e-02 2.123027999175862435e-02 2.078395228599717523e-02 1.994126963221260276e-02 1.983995644125458035e-02 1.988561707200068793e-02 2.021655616757656385e-02 1.919139037610016404e-02 1.889841263397328344e-02 1.792063074026723282e-02 1.763135516256100765e-02 1.656937163697752222e-02 1.721236342624792720e-02 1.691868598118918127e-02 1.622144157343412274e-02 1.621218014224944451e-02 1.612455161165382914e-02 1.565873123176161202e-02 1.613874510836659296e-02 1.605036554310182786e-02 1.636409599138435519e-02 1.594298416517177241e-02 1.732503238532090081e-02 1.724621710151671289e-02 1.827449182654100959e-02 1.877030880586859699e-02 2.082382486455349596e-02 2.096129055227479235e-02 2.262647582428668064e-02 1.261152528247626650e-02 3.799565520856587435e-04
1.854567129480051355e-03 2.448284785745419041e-03 3.073762408956808804e-03 5.315343527682436960e-03 7.620288927572702042e-03 1.218260018835052097e-02 1.832711021265165038e-02 2.767050069815406299e-02 3.661964423123489909e-02 4.665237710247197717e-02 5.124461805142247611e-02 5.218822440725704587e-02 4.712191265553009739e-02 4.091025950573506237e-02 3.304507776490448606e-02 2.794248941475922440e-02 2.543784832088862372e-02 2.357720162381975182e-02 2.208378992112233069e-02 2.059972221541633841e-02 2.118359229147816561e-02 2.040237321454515390e-02 2.012834411766870751e-02 1.990411135496147552e-02 1.967402694607545133e-02 1.891706672322002181e-02 1.894416723941483652e-02 1.907106194840391122e-02 1.845813240162263308e-02 1.779189391689981956e-02 1.704308807116695565e-02 1.638677180758998583e-02 1.594667585551204705e-02 1.715364609810659732e-02 1.630875743795477326e-02 1.580495175805671920e-02 1.624517169800877500e-02 1.677944745130984655e-02 1.625000945015231402e-02 1.719976878274680557e-02 1.746405051684467649e-02 1.741434546298102973e-02 1.846235979857728873e-02 1.964515581013687173e-02 2.084154531356603030e-02 2.097475810598125462e-02 2.417909325201811344e-02 1.127325686518462940e-02 3.486893115040268459e-04
1.591427534748501849e-03 2.467421910740186849e-03 3.316272370967827954e-03 5.048418437787143172e-03 7.782845604437365651e-03 1.263122507992347696e-02 1.940088331630774113e-02 2.795578564248852108e-02 3.918514596448256088e-02 4.741625354800875491e-02 5.222335516635825264e-02 5.226318881747046841e-02 4.730318417226381245e-02 4.006648482590802890e-02 3.267020249024932266e-02 2.858044085669032841e-02 2.537474717368638083e-02 2.363361904999124880e-02 2.353638837043144083e-02 2.197669142753867072e-02 2.184086515171951640e-02 2.081910944799537574e-02 2.103330991579226844e-02 2.050173562689873441e-02 2.060430231124933675e-02 1.963002926423363867e-02 1.921115652611771196e-02 1.822292486406520973e-02 1.792311064923261810e-02 1.774088169745711291e-02 1.683809449188217872e-02 1.687695292002774905e-02 1.641604524971086373e-02 1.717548228728526388e-02 1.682617738183527986e-02 1.719078109406551452e-02 1.694591959667547318e-02 1.678980401768671513e-02 1.683930562493101551e-02 1.691037465863480527e-02 1.798388889690686471e-02 1.741274540556860678e-02 1.884168896704562293e-02 1.990612038974365686e-02 2.067128504458648486e-02 2.146499260276410123e-02 2.450020715546098390e-02 9.724581246202703561e-03 3.388024714437443130e-04
2.008173682536189275e-03 2.442376592346916318e-03 3.277657436896271124e-03 4.799171255581945877e-03 8.142274049796527705e-03 1.202270539118387507e-02 1.880103555629042411e-02 2.746125087772927423e-02 3.759926484620671611e-02 4.757925935749258983e-02 5.241465501902162205e-02 5.427848414415004791e-02 4.729389067229176902e-02 4.156332043944953314e-02 3.342610452486016737e-02 2.819479888330313905e-02 2.542150356810566475e-02 2.342649823758610403e-02 2.246078675839073904e-02 2.196082403714075260e-02 2.134220927553115432e-02 2.151501585447430226e-02 2.058574556406686518e-02 2.046953109635396215e-02 2.056238167396891650e-02 2.017704375607906261e-02 1.955124579433322254e-02 1.892383278622447942e-02 1.874758946451224664e-02 1.799975176523017570e-02 1.763900752627689181e-02 1.795364921771586478e-02 1.690979196585969471e-02 1.737396782128448197e-02 1.736173816332720748e-02 1.700774533292200019e-02 1.624159856578583430e-02 1.638170554304180584e-02 1.761032519567106921e-02 1.807182329269644075e-02 1.784597669296491412e-02 1.911202295763124101e-02 1.920789064034763780e-02 2.034749805392019328e-02 2.110427757403688862e-02 2.288218987636349636e-02 2.478288411095195404e-02 8.620291101690278138e-03 2.895504250881269343e-04
1.984952400971345867e-03 2.336455876393087744e-03 3.738151994797172042e-03 5.288184563909356303e-03 8.027622601492109475e-03 1.232243589071343667e-02 1.917261867935754135e-02 2.758705453262267487e-02 3.843216941543325937e-02 4.755598736086430467e-02 5.327490614100410110e-02 5.343110153255978961e-02 5.061867461447951133e-02 4.228540559538564170e-02 3.418240629436700845e-02 2.915838539681098879e-02 2.671779046021970777e-02 2.465052560792596603e-02 2.337130788047780960e-02 2.186736443531153359e-02 2.216902024585967745e-02 2.169083885885625743e-02 2.091114459227392045e-02 2.134876293187025487e-02 2.064422535364630537e-02 2.118833000975673536e-02 2.022955253437284592e-02 1.865908476860109536e-02 1.872119060760683157e-02 1.841198426307249364e-02 1.765200294940422188e-02 1.808923839126038574e-02 1.740458160438081159e-02 1.707730944618430363e-02 1.722411431061620160e-02 1.698625684319849879e-02 1.688244627355460492e-02 1.720182664195329253e-02 1.746642975876669043e-02 1.842912001280868142e-02 1.880972213757852937e-02 1.880778815820590560e-02 1.928876063569366639e-02 2.109148495586086677e-02 2.136623014007838287e-02 2.227024400087926348e-02 2.522024684816339887e-02 7.914604600980252105e-03 4.026290065138315717e-04
1.865014659915718333e-03 2.554114873061931468e-03 3.238000560128984420e-03 4.984407772021968649e-03 7.848409596494508936e-03 1.220221362849078020e-02 1.952909437734451012e-02 2.819658137854862134e-02 3.886117187724374977e-02 4.898543536676754073e-02 5.368948465894048117e-02 5.501151363903168667e-02 5.046277191314552102e-02 4.241231330451240844e-02 3.500173892694644073e-02 3.030978193618881489e-02 2.562022552661575442e-02 2.432585633151779572e-02 2.393634460404370570e-02 2.258286331857065760e-02 2.212842362554048523e-02 2.202491022591495859e-02 2.206320792697671201e-02 2.167188413773134606e-02 2.151440512466875829e-02 2.042623719280660388e-02 2.060735830162467933e-02 1.893971376303157234e-02 1.885984160944560728e-02 1.874802436670185840e-02 1.786173862407053683e-02 1.770812720081318264e-02 1.751100462380649619e-02 1.764645690394091304e-02 1.720421655457665677e-02 1.734463720814858820e-02 1.734220764697641179e-02 1.772965958799292002e-02 1.803026738553647340e-02 1.810873659392327889e-02 1.822229873761647273e-02 1.922912424767577247e-02 2.061173799590113043e-02 2.161466343223888281e-02 2.171726826206698407e-02 2.302945840428238453e-02 2.685489524053232685e-02 6.321217663985588368e-03 3.543196574650051478e-04
1.953841558892072377e-03 2.419729692240785764e-03 3.466262784134924863e-03 5.367732311058338868e-03 8.133670003504910734e-03 1.273012810561416873e-02 1.937240945091050354e-02 2.887281163783386381e-02 3.896729396296297332e-02 4.917572282147131962e-02 5.503675185001666303e-02 5.575571823671273547e-02 5.073158158225686554e-02 4.270415049237676064e-02 3.510098876780765043e-02 2.949045562418457431e-02 2.656740596487300668e-02 2.480484452259597988e-02 2.376560139043878278e-02 2.333721589537341920e-02 2.235417587591796013e-02 2.206182602235894075e-02 2.166872879334213325e-02 2.183604812403802317e-02 2.139238494846096642e-02 2.119816976364004985e-02 2.004653537513413977e-02 1.959494613664813922e-02 1.918491501039279803e-02 1.838474477211119937e-02 1.884186852302241477e-02 1.843928386572708800e-02 1.851790331153044949e-02 1.816025413724859858e-02 1.768414353352036270e-02 1.769623939093043288e-02 1.810081742543235769e-02 1.767238799588429637e-02 1.797741606101757594e-02 1.863633487119613699e-02 1.907406234091919492e-02 1.964550086454560501e-02 2.083595416208958509e-02 2.103895051030323093e-02 2.235979830278832584e-02 2.413078250263252233e-02 2.666950816037171046e-02 5.361902086534966680e-03 3.624409403306376345e-04
1.944867409223078247e-03 2.590019936733588962e-03 3.689959918405115013e-03 5.182631660531455964e-03 8.287421205196257232e-03 1.258982710746835501e-02 1.981974670178299203e-02 2.934045975097496553e-02 4.071077708594293687e-02 5.037535226561933727e-02 5.561976373388097944e-02 5.709462245073209513e-02 5.242822492932667361e-02 4.403260572466177747e-02 3.527683486259557133e-02 3.001733674465070431e-02 2.645629792401064592e-02 2.505166533720555241e-02 2.353980278497234610e-02 2.328330690918787096e-02 2.268651805904700267e-02 2.279611318883999899e-02 2.199886971373391994e-02 2.166780473107882479e-02 2.133769571648917382e-02 2.131322004773600343e-02 2.017689546546848692e-02 1.953681007754300494e-02 1.872085007514434976e-02 1.899365100838312781e-02 1.852868884728560775e-02 1.845735433414358653e-02 1.786366313986920834e-02 1.797810558974031331e-02 1.862437735930614138e-02 1.765069999186140784e-02 1.784096238709284576e-02 1.822388804408382745e-02 1.838091579011097085e-02 1.873780056891181933e-02 1.932644025197667245e-02 1.934611823756292315e-02 2.095079750405120025e-02 2.137105415380608636e-02 2.326790012242715977e-02 2.433992378685560440e-02 2.715917097172440564e-02 3.979862001885403969e-03 3.351148927175771788e-04
1.817375944276882578e-03 2.634741915730006920e-03 3.686352571899901079e-03 5.317832595733850906e-03 7.752349955754995504e-03 1.255702367414261028e-02 1.933687536460037062e-02 2.921555137286425616e-02 4.044748536513883413e-02 4.982503669895862325e-02 5.667529897425675062e-02 5.737629960108639460e-02 5.202665071871401259e-02 4.275610703030206794e-02 3.471198313796492602e-02 3.058633647735193445e-02 2.702996428733887846e-02 2.611865959308699164e-02 2.442113882578016842e-02 2.364205662184230838e-02 2.351213427302196318e-02 2.307560850820184958e-02 2.250546202306639640e-02 2.190856938521137595e-02 2.116075647197053836e-02 2.158127518015796192e-02 2.047611668206136479e-02 2.033241098318276999e-02 2.014186120555558346e-02 1.961176856858894840e-02 1.932840484800298422e-02 1.911933675732777754e-02 1.799069699959633326e-02 1.829223468490422805e-02 1.819581409337007669e-02 1.834371376938331855e-02 1.841152517596707575e-02 1.844576054715588859e-02 1.854701539208838262e-02 1.880851936421196538e-02 1.966189455406656961e-02 2.031914618493440780e-02 2.147732384030688960e-02 2.288576371172636181e-02 2.309694923628620097e-02 2.451438238713727832e-02 2.838464624217509197e-02 3.305061548746414824e-03 3.545540287568081129e-04
1.899366251464178462e-03 2.526822712580088868e-03 3.399167041362545147e-03 5.037877584209234441e-03 7.964362134586577130e-03 1.318770692768587299e-02 2.025059319086248283e-02 3.067050164666255616e-02 4.072501591735835230e-02 4.940943252222230325e-02 5.695474400642006746e-02 5.832175320878066338e-02 5.215899667128550549e-02 4.411213530739316324e-02 3.657020540031122313e-02 3.125073480207814919e-02 2.705132384712884835e-02 2.557468978604380758e-02 2.478746460949800626e-02 2.417245566755472225e-02 2.327659812137541223e-02 2.375739468052773598e-02 2.268888458164378466e-02 2.240819702255089987e-02 2.285400565871126277e-02 2.177679838056096467e-02 2.071255803086287026e-02 2.051739665910367466e-02 2.001358923712125842e-02 1.994675426460907133e-02 1.949634006622459614e-02 1.906598971711836316e-02 1.883787186428986099e-02 1.875599163343198358e-02 1.856952856862724086e-02 1.854854474729120475e-02 1.905053422837956964e-02 1.869269265947691439e-02 1.919835201170031272e-02 1.905235851048933671e-02 2.022980503464108862e-02 2.023553089763827084e-02 2.141276924989845773e-02 2.282721210081722560e-02 2.375166860001641164e-02 2.542116735229306076e-02 2.965886428269288305e-02 2.372885691310929867e-03 3.215450583334162889e-04
