#theta Bragg001
2.314371500000000026e+01 4.842939645178840635e+01
2.314571499999999915e+01 4.844266501373959954e+01
2.314771500000000160e+01 4.794494553823221850e+01
2.314971500000000049e+01 4.767418808399322216e+01
2.315171499999999938e+01 4.746051006400062988e+01
2.315371499999999827e+01 4.731679901619715167e+01
2.315571500000000071e+01 4.707101733473928817e+01
2.315771499999999961e+01 4.677371230987203177e+01
2.315971499999999850e+01 4.667024645374529968e+01
2.316171500000000094e+01 4.662890458571421703e+01
2.316371499999999983e+01 4.638837481271881558e+01
2.316571499999999872e+01 4.632742223180364505e+01
2.316771500000000117e+01 4.627264751400623055e+01
2.316971500000000006e+01 4.611106664247108000e+01
2.317171499999999895e+01 4.596652404373081424e+01
2.317371500000000140e+01 4.594948343523349621e+01
2.317571500000000029e+01 4.599875991442844025e+01
2.317771499999999918e+01 4.594376898087229222e+01
2.317971500000000162e+01 4.590566739968287635e+01
2.318171500000000052e+01 4.580146005898695449e+01
2.318371499999999941e+01 4.580548695312423746e+01
2.318571499999999830e+01 4.599886689201507295e+01
2.318771500000000074e+01 4.571065010457130739e+01
2.318971499999999963e+01 4.592614752598767325e+01
2.319171499999999853e+01 4.576507797840550751e+01
2.319371500000000097e+01 4.578291431154153912e+01
2.319571499999999986e+01 4.570333121747160732e+01
2.319771499999999875e+01 4.578982706050618390e+01
2.319971500000000120e+01 4.562255743160287125e+01
2.320171500000000009e+01 4.548867411750296696e+01
2.320371499999999898e+01 4.545310340741917088e+01
2.320571500000000142e+01 4.520625296926399272e+01
2.320771500000000032e+01 4.542693580575060253e+01
2.320971499999999921e+01 4.520397651189283295e+01
2.321171500000000165e+01 4.520532716661205797e+01
2.321371500000000054e+01 4.535867742438907868e+01
2.321571499999999943e+01 4.533909550689998014e+01
2.321771499999999833e+01 4.516023145885118595e+01
2.321971500000000077e+01 4.525821973290581468e+01
2.322171499999999966e+01 4.567824385690050804e+01
2.322371499999999855e+01 4.574820923551607166e+01
2.322571500000000100e+01 4.578550651727666576e+01
2.322771499999999989e+01 4.588972294451022549e+01
2.322971499999999878e+01 4.591253307434688224e+01
2.323171500000000123e+01 4.603559424392608435e+01
2.323371500000000012e+01 4.625494623692210183e+01
2.323571499999999901e+01 4.636667627697234906e+01
2.323771500000000145e+01 4.638544980172560628e+01
2.323971500000000034e+01 4.676674998505233560e+01
2.324171499999999924e+01 4.671614355182954625e+01
2.324371500000000168e+01 4.707138057420235810e+01
2.324571500000000057e+01 4.737425068961163532e+01
2.324771499999999946e+01 4.748041402413804235e+01
2.324971499999999835e+01 4.763621813919062475e+01
2.325171500000000080e+01 4.786977955953705077e+01
2.325371499999999969e+01 4.805471676915039581e+01
2.325571499999999858e+01 4.844940158645082562e+01
2.325771500000000103e+01 4.858052301382662819e+01
2.325971499999999992e+01 4.872174715602039896e+01
2.326171499999999881e+01 4.905004833907866413e+01
2.326371500000000125e+01 4.954801526356489916e+01
2.326571500000000015e+01 4.987512066735470739e+01
2.326771499999999904e+01 5.023534747789071275e+01
2.326971500000000148e+01 5.058692144999497486e+01
2.327171500000000037e+01 5.097584280445840932e+01
2.327371499999999926e+01 5.148925140716454507e+01
2.327571500000000171e+01 5.198478836751507259e+01
2.327771500000000060e+01 5.230125983207353357e+01
2.327971499999999949e+01 5.282761992404898876e+01
2.328171499999999838e+01 5.332003774257155015e+01
2.328371500000000083e+01 5.379205243215535148e+01
2.328571499999999972e+01 5.463073092947534093e+01
2.328771499999999861e+01 5.519861649524514746e+01
2.328971500000000106e+01 5.576020829562713033e+01
2.329171499999999995e+01 5.659349217896537709e+01
2.329371499999999884e+01 5.733554575362050798e+01
2.329571500000000128e+01 5.805606237765464783e+01
2.329771500000000017e+01 5.895402116509010426e+01
2.329971499999999907e+01 5.984413236701659855e+01
2.330171500000000151e+01 6.076958947009543976e+01
2.330371500000000040e+01 6.186186790668782010e+01
2.330571499999999929e+01 6.280405052150405254e+01
2.330771500000000174e+01 6.378074705170200787e+01
2.330971500000000063e+01 6.499813387346343063e+01
2.331171499999999952e+01 6.605101451044734517e+01
2.331371499999999841e+01 6.718289414469067822e+01
2.331571500000000086e+01 6.835537804396363981e+01
2.331771499999999975e+01 6.960445340963829608e+01
2.331971499999999864e+01 7.070301902635928570e+01
2.332171500000000108e+01 7.233879962731334956e+01
2.332371499999999997e+01 7.342739057863165897e+01
2.332571499999999887e+01 7.516396290640619782e+01
2.332771500000000131e+01 7.691444687735302921e+01
2.332971500000000020e+01 7.880160835259205498e+01
2.333171499999999909e+01 8.082821916669210793e+01
2.333371500000000154e+01 8.263664034598299679e+01
2.333571500000000043e+01 8.488751503496118289e+01
2.333771499999999932e+01 8.697310387583110014e+01
2.333971500000000177e+01 8.923788307385488849e+01
2.334171500000000066e+01 9.141666633713410306e+01
2.334371499999999955e+01 9.382450605496687501e+01
2.334571499999999844e+01 9.667415035630273223e+01
2.334771500000000088e+01 9.935026828883408712e+01
2.334971499999999978e+01 1.028025097436026556e+02
2.335171499999999867e+01 1.065778844053350269e+02
2.335371500000000111e+01 1.110172848618995260e+02
2.335571500000000000e+01 1.168232222362618984e+02
2.335771499999999889e+01 1.230808753675761125e+02
2.335971500000000134e+01 1.227959900820212340e+02
2.336171500000000023e+01 1.081755128130478312e+02
2.336371499999999912e+01 8.075847254397100983e+01
2.336571500000000157e+01 4.683753187787036865e+01
2.336771500000000046e+01 1.855204079040135312e+01
2.336971499999999935e+01 4.111771407535339762e+00
2.337171499999999824e+01 5.583071881461701969e-01
2.337371500000000069e+01 8.711285229087115112e-02
2.337571499999999958e+01 3.342502436821154915e-02
2.337771499999999847e+01 2.126085395176876766e-02
2.337971500000000091e+01 1.564813743881502892e-02
2.338171499999999980e+01 1.353066292937269051e-02
2.338371499999999870e+01 1.469500767566223748e-02
2.338571500000000114e+01 1.056524634231494585e-02
2.338771500000000003e+01 9.921897027147491555e-03
2.338971499999999892e+01 1.129288240895267442e-02
2.339171500000000137e+01 1.076972406609766342e-02
2.339371500000000026e+01 1.171875664297238398e-02
2.339571499999999915e+01 9.090914190314979340e-03
2.339771500000000160e+01 7.395672461780080156e-03
2.339971500000000049e+01 7.603763845258047945e-03
2.340171499999999938e+01 8.445950596026614160e-03
2.340371499999999827e+01 8.869184694370152097e-03
2.340571500000000071e+01 9.398104576323920017e-03
2.340771499999999961e+01 8.230457322524436028e-03
2.340971499999999850e+01 1.012658803086531091e-02
2.341171500000000094e+01 7.283863596616538087e-03
2.341371499999999983e+01 6.546994261450140608e-03
2.341571499999999872e+01 7.179816044065108656e-03
2.341771500000000117e+01 6.964968103982760970e-03
2.341971500000000006e+01 7.923097607031087328e-03
2.342171499999999895e+01 7.077219578888839686e-03
2.342371500000000140e+01 7.081707827221292786e-03
2.342571500000000029e+01 6.871766112266924562e-03
2.342771499999999918e+01 6.976748176885903124e-03
2.342971500000000162e+01 7.503703218214801719e-03
2.343171500000000052e+01 7.368425247447205582e-03
2.343371499999999941e+01 4.948934112488320193e-03
2.343571499999999830e+01 5.684213617232568468e-03
2.343771500000000074e+01 5.056360188170396994e-03
2.343971499999999963e+01 6.743944747727379126e-03
2.344171499999999853e+01 6.633677546165403852e-03
2.344371500000000097e+01 7.477623996919267706e-03
2.344571499999999986e+01 5.370119970907591758e-03
2.344771499999999875e+01 4.426180110811038342e-03
2.344971500000000120e+01 6.324447513283969549e-03
2.345171500000000009e+01 5.166054535192575806e-03
2.345371499999999898e+01 5.907176314463840477e-03
2.345571500000000142e+01 5.695004151414194589e-03
2.345771500000000032e+01 5.482921695878256903e-03
2.345971499999999921e+01 6.223632231911921733e-03
2.346171500000000165e+01 4.746337429479354636e-03
2.346371500000000054e+01 6.646274465231864076e-03
2.346571499999999943e+01 4.853347242972543170e-03
2.346771499999999833e+01 5.591900122780058165e-03
2.346971500000000077e+01 5.063828174522795773e-03
2.347171499999999966e+01 5.802915326136020603e-03
2.347371499999999855e+01 6.753908363859521813e-03
2.347571500000000100e+01 4.747839751940679219e-03
2.347771499999999989e+01 4.748841828713989098e-03
2.347971499999999878e+01 5.593080346529062663e-03
2.348171500000000123e+01 4.535389217265453805e-03
2.348371500000000012e+01 4.852835232502770296e-03
2.348571499999999901e+01 5.275934078959752284e-03
2.348771500000000145e+01 4.956240352873729146e-03
2.348971500000000034e+01 4.218076881945159555e-03
2.349171499999999924e+01 4.216742891786416300e-03
2.349371500000000168e+01 3.164892581418136171e-03
2.349571500000000057e+01 5.065431328229377285e-03
2.349771499999999946e+01 3.798271890069438925e-03
2.349971499999999835e+01 4.432252329198601778e-03
2.350171500000000080e+01 3.797070032072369979e-03
2.350371499999999969e+01 4.746337429479354636e-03
2.350571499999999858e+01 3.058105744939629712e-03
2.350771500000000103e+01 4.325353209356045184e-03
2.350971499999999992e+01 4.640863323372403787e-03
2.351171499999999881e+01 2.951720090582174699e-03
2.351371500000000125e+01 3.688872141301678415e-03
2.351571500000000015e+01 4.425247399798330067e-03
2.351771499999999904e+01 3.898432301557068665e-03
2.351971500000000148e+01 4.214077441159497055e-03
2.352171500000000037e+01 2.845401484018831965e-03
2.352371499999999926e+01 3.371972484369897046e-03
2.352571500000000171e+01 3.689649892122108532e-03
2.352771500000000060e+01 3.688872141301678415e-03
2.352971499999999949e+01 3.582720640323532654e-03
2.353171499999999838e+01 2.739727574484162025e-03
2.353371500000000083e+01 5.055827603360183581e-03
2.353571499999999972e+01 3.900898363107868725e-03
2.353771499999999861e+01 2.959832640514007632e-03
